Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.707952,,Insert,278078395,0,A,1000,124800,G,
0.707953,,Cancel,278077587,,,-2000,,,
0.707953,,Insert,278078399,0,A,2000,159100,G,
0.707954,,Cancel,278077379,,,-1000,,,
0.70798,,Insert,278078411,0,A,1000,124700,G,
0.708009,,Cancel,278077443,,,-2000,,,
0.708012,,Cancel,278077963,,,-1000,,,
0.708018,,Cancel,278077475,,,-2000,,,
0.708018,,Cancel,278077371,,,-660,,,
0.708332,,Insert,278078551,0,B,660,124600,G,
0.708434,,Cancel,278078551,,,-660,,,
0.70849,,Cancel,278077267,,,-1000,,,
0.708557,,Cancel,278077415,,,-1000,,,
0.708704,,Cancel,278076175,,,-1000,,,
0.709694,,Insert,278078923,0,A,660,124700,G,
0.716381,,Cancel,278077503,,,-1000,,,
0.716612,,Cancel,278077939,,,-2000,,,
0.716612,,Insert,278079267,0,B,2000,123300,G,
0.740854,,Cancel,278078383,,,-1000,,,
0.742625,,Cancel,278078923,,,-660,,,
0.742631,,Insert,278080079,0,B,1000,124600,G,
0.742758,,Cancel,278080079,,,-1000,,,
0.742877,,Insert,278080095,0,B,1000,124600,G,
0.742884,,Insert,278080099,0,A,660,124700,G,
0.742904,,Insert,278080107,0,B,1000,124600,G,
0.743528,,Cancel,278080095,,,-1000,,,
0.743639,,Insert,278080139,0,B,1000,124600,G,
0.743646,,Cancel,278080107,,,-1000,,,
0.745018,,Cancel,278080139,,,-1000,,,
0.745128,,Insert,278080179,0,A,1000,124800,G,
0.745141,,Cancel,278075451,,,-8000,,,
0.745205,,Cancel,278076899,,,-400,,,
0.745275,,Insert,278080191,0,B,1000,124500,G,
0.745282,,Insert,278080195,0,B,400,124500,G,
0.745338,,Insert,278080199,0,B,2000,123600,G,
0.745432,,Insert,278080203,0,B,1000,124600,G,
0.745464,,Insert,278080211,0,B,3000,124400,G,
0.745494,,Cancel,278080195,,,-400,,,
0.745534,,Cancel,278080203,,,-1000,,,
0.745537,,Insert,278080215,0,A,1000,124700,G,
0.74557,,Insert,278080219,0,B,1000,124500,G,
0.745573,,Insert,278080223,0,B,1000,124200,G,
0.745602,,Insert,278080231,0,B,1000,124500,G,
0.745677,,Insert,278080235,0,B,1000,123900,G,
0.745691,,Cancel,278072267,,,-2000,,,
0.745691,,Insert,278080247,0,B,2000,90700,G,
0.746056,,Cancel,278080235,,,-1000,,,
0.746259,,Cancel,278080247,,,-2000,,,
0.746259,,Insert,278080291,0,B,2000,90800,G,
0.749683,,Insert,278080375,0,B,8000,124600,G,
0.749881,,Cancel,278080215,,,-1000,,,
0.749894,,Cancel,278080199,,,-2000,,,
0.749973,,Insert,278080387,0,B,1000,124600,G,
0.75323,,Cancel,278080375,,,-8000,,,
0.753448,,Cancel,278080387,,,-1000,,,
0.753704,,Insert,278080427,0,B,2000,123600,G,
0.761093,,Insert,278080555,0,B,1000,124600,G,
0.7611,,Insert,278080559,0,B,8000,124600,G,
0.761218,,Cancel,278080427,,,-2000,,,
0.762725,,Insert,278080579,0,B,1000,124600,G,
0.783325,,Cancel,7078561,,,-10000,,,
0.783325,,Cancel,7078562,,,-9939,,,
0.783325,,Insert,7078563,1,A,10000,125200,G,
0.783325,,Insert,7078564,1,B,10000,124000,G,
0.813351,,Cancel,278080219,,,-1000,,,
0.827997,,Insert,278081059,0,B,1000,123100,G,
0.829723,,Insert,278081167,0,B,400,124600,G,
0.829747,,Insert,278081175,0,B,1000,124600,G,
0.830092,,Cancel,278080099,,,-660,,,
0.830263,,Insert,278081231,0,B,660,124600,G,
0.838458,,Insert,278081367,0,B,1000,124600,G,
0.838512,,Cancel,278080191,,,-1000,,,
0.838518,,Insert,278081375,0,B,1000,124600,G,
0.83854,,Cancel,278079267,,,-2000,,,
0.83854,,Insert,278081379,0,B,2000,124300,G,
0.838542,,Cancel,278080179,,,-1000,,,
0.838668,,Cancel,278078411,,,-1000,,,
0.838697,,Insert,278081427,0,A,2000,124900,G,
0.838738,,Insert,278081439,0,A,2000,125700,G,
0.838835,,Insert,278081455,0,B,1000,124300,G,
0.83885,,Cancel,278078399,,,-2000,,,
0.83885,,Insert,278081459,0,A,2000,159200,G,
0.838977,,Cancel,278081459,,,-2000,,,
0.838977,,Insert,278081487,0,A,2000,159100,G,
0.83899,,Insert,278081491,0,A,1000,124800,G,
0.838991,,Cancel,278078395,,,-1000,,,
0.839043,,Cancel,278081491,,,-1000,,,
0.839085,,Cancel,278081487,,,-2000,,,
0.839085,,Insert,278081543,0,A,2000,159200,G,
0.839096,,Insert,278081547,0,A,1000,124800,G,
0.839318,,Cancel,278081059,,,-1000,,,
0.839379,,Insert,278081587,0,B,1000,123200,G,
0.839632,,Cancel,278081455,,,-1000,,,
0.845352,,Insert,278081675,0,A,1000,124700,G,
0.845377,,Cancel,278081427,,,-2000,,,
0.845428,,Cancel,278081543,,,-2000,,,
0.845428,,Insert,278081683,0,A,2000,159100,G,
0.845473,,Cancel,278081439,,,-2000,,,
0.845556,,Cancel,278081367,,,-1000,,,
0.84569,,Cancel,278081675,,,-1000,,,
0.845922,,Insert,278081723,0,A,2000,125700,G,
0.852829,,Cancel,278081683,,,-2000,,,
0.852829,,Insert,278081787,0,A,2000,159200,G,
0.853028,,Insert,278081799,0,A,1000,125400,G,
0.853262,,Insert,278081803,0,A,1000,124800,G,
0.853289,,Cancel,278081799,,,-1000,,,
0.853291,,Insert,278081807,0,A,1000,124700,G,
0.853366,,Cancel,278081787,,,-2000,,,
0.853366,,Insert,278081811,0,A,2000,159100,G,
0.85704,,Cancel,278081723,,,-2000,,,
0.858002,,Insert,278081895,0,A,1000,126300,G,
0.86141,,Cancel,278081231,,,-660,,,
0.861421,,Cancel,278081587,,,-1000,,,
0.873163,,Insert,278082143,0,B,660,124600,G,
0.873495,,Cancel,278082143,,,-660,,,
0.881867,,Insert,278082223,0,B,660,124600,G,
0.881914,,Insert,278082227,0,B,1000,123100,G,
0.892006,,Cancel,278081803,,,-1000,,,
0.965095,,Cancel,278082223,,,-660,,,
0.965165,,Insert,278083339,0,B,1000,124600,G,
0.965217,,Cancel,278082227,,,-1000,,,
0.965245,,Insert,278083343,0,B,660,124600,G,
0.96527,,Insert,278083347,0,B,1000,123200,G,
0.975368,,Cancel,278083343,,,-660,,,
0.975371,,Cancel,278081375,,,-1000,,,
0.9754,,Cancel,278083339,,,-1000,,,
0.975721,,Insert,278083551,0,A,660,124700,G,
0.975721,,Cancel,278080579,,,-1000,,,
0.975778,,Cancel,278083347,,,-1000,,,
0.975883,,Cancel,278083551,,,-660,,,
0.975889,,Insert,278083559,0,B,1000,124600,G,
0.983804,,Insert,278083711,0,A,660,124700,G,
0.983804,,Cancel,278083559,,,-1000,,,
0.983828,,Cancel,278081379,,,-2000,,,
0.983828,,Insert,278083719,0,B,2000,123300,G,
0.983874,,Insert,278083727,0,A,2000,124800,G,
0.983886,,Cancel,278080555,,,-1000,,,
0.983893,,Cancel,278080559,,,-8000,,,
0.984042,,Cancel,278081175,,,-1000,,,
0.984108,,Cancel,278081167,,,-400,,,
0.98418,,Insert,278083795,0,B,400,124500,G,
0.984181,,Insert,278083799,0,B,1000,124500,G,
0.984232,,Insert,278083847,0,B,2000,123600,G,
0.984268,,Insert,278083863,0,A,1000,124700,G,
0.984272,,Insert,278083867,0,B,1000,123900,G,
0.984272,,Insert,278083871,0,B,1000,124500,G,
0.984358,,Insert,278083895,0,A,1000,124700,G,
0.984415,,Cancel,278083895,,,-1000,,,
0.984482,,Cancel,278080291,,,-2000,,,
0.984482,,Insert,278083955,0,B,2000,90700,G,
0.984484,,Insert,278083959,0,A,1000,125300,G,
0.984582,,Cancel,278083959,,,-1000,,,
0.984586,,Insert,278084015,0,A,1000,124600,G,
0.98461,,Cancel,278083727,,,-2000,,,
0.984661,,Cancel,278081811,,,-2000,,,
0.984661,,Insert,278084051,0,A,2000,159000,G,
0.984947,,Cancel,278084015,,,-1000,,,
0.98512,,Insert,278084215,0,A,2000,125600,G,
0.985233,,Insert,278084267,0,A,1000,125300,G,
0.985339,,Insert,278084303,0,A,1000,124700,G,
0.98535,,Cancel,278084051,,,-2000,,,
0.98535,,Insert,278084311,0,A,2000,159100,G,
1.031587,,Insert,278084831,0,A,2000,124800,G,
1.031612,,Cancel,278069747,,,-1000,,,
1.037996,,Cancel,278081895,,,-1000,,,
1.038001,,Insert,278084915,0,B,1000,123100,G,
1.050093,,Insert,278084983,0,A,1000,124800,G,
1.067996,,Insert,278085119,0,A,1000,126200,G,
1.068021,,Insert,278085127,0,B,1000,95100,G,
1.070972,,Cancel,278084267,,,-1000,,,
1.071051,,Cancel,278084311,,,-2000,,,
1.071051,,Insert,278085215,0,A,2000,159000,G,
1.07114,,Insert,278085227,0,A,1000,124600,G,
1.071169,,Cancel,278084983,,,-1000,,,
1.071169,,Cancel,278084831,,,-2000,,,
1.07122,,Cancel,278084215,,,-2000,,,
1.071242,,Cancel,278085227,,,-1000,,,
1.071272,,Insert,278085259,0,A,2000,124800,G,
1.07132,,Cancel,278085215,,,-2000,,,
1.07132,,Insert,278085283,0,A,2000,159100,G,
1.071341,,Cancel,278084303,,,-1000,,,
1.071352,,Insert,278085295,0,A,1000,125300,G,
1.071373,,Insert,278085299,0,A,2000,125600,G,
1.07194,,Cancel,278083867,,,-1000,,,
1.071999,,Insert,278085359,0,A,1010,124700,G,
1.072023,,Cancel,278083863,,,-1000,,,
1.072028,,Insert,278085371,0,B,1000,124600,G,
1.072039,,Cancel,278083955,,,-2000,,,
1.072039,,Insert,278085375,0,B,2000,90800,G,
1.072042,,Insert,278085379,0,B,2000,124600,G,
1.072052,,Cancel,278083711,,,-660,,,
1.072055,,Insert,278085383,0,B,660,124600,G,
1.07207,,Cancel,278083847,,,-2000,,,
1.072098,,Insert,278085403,0,B,400,124600,G,
1.072113,,Cancel,278083795,,,-400,,,
1.072247,,Insert,278085423,0,B,1000,124600,G,
1.07294,,Insert,278085519,0,B,1000,124600,G,
1.076425,,Cancel,278085423,,,-1000,,,
1.076553,,Insert,278085775,0,B,1000,124600,G,
1.076676,,Cancel,278085383,,,-660,,,
1.07674,,Insert,278085791,0,A,660,124700,G,
1.07705,,Cancel,278085519,,,-1000,,,
1.079478,,Insert,278085903,0,B,8000,124600,G,
1.079734,,Cancel,278085791,,,-660,,,
1.079957,,Insert,278085923,0,B,660,124600,G,
1.079985,,Insert,278085935,0,B,1000,124600,G,
1.07999,,Cancel,278085119,,,-1000,,,
1.082131,,Cancel,278085923,,,-660,,,
1.084146,,Cancel,278083719,,,-2000,,,
1.084146,,Insert,278086135,0,B,2000,124300,G,
1.102497,,Cancel,7078563,,,-10000,,,
1.102497,,Cancel,7078564,,,-10000,,,
1.102497,,Insert,7078565,1,A,10000,125200,G,
1.102497,,Insert,7078566,1,B,10000,124000,G,
1.11834,,Cancel,278083871,,,-1000,,,
1.138204,,Insert,5033615,1,B,1,122100,G,
1.143996,,Insert,278087639,0,A,660,124700,G,
1.144026,,Cancel,278085379,,,-2000,,,
1.144127,,Cancel,278085775,,,-1000,,,
1.144197,,Cancel,278086135,,,-2000,,,
1.144197,,Insert,278087655,0,B,2000,123300,G,
1.1442,,Cancel,278085371,,,-1000,,,
1.144208,,Cancel,278084915,,,-1000,,,
1.144208,,Cancel,278085903,,,-8000,,,
1.144214,,Insert,278087667,0,A,1000,124800,G,
1.144229,,Cancel,278085935,,,-1000,,,
1.144274,,Insert,278087687,0,A,1000,124700,G,
1.144296,,Cancel,278085403,,,-400,,,
1.144354,,Insert,278087707,0,B,400,124500,G,
1.144372,,Insert,278087715,0,B,2000,123600,G,
1.144547,,Insert,278087747,0,B,1000,124500,G,
1.144547,,Insert,278087751,0,B,1000,123900,G,
1.144559,,Insert,278087755,0,A,1000,124700,G,
1.144687,,Cancel,278087687,,,-1000,,,
1.144772,,Insert,278087783,0,A,1000,124700,G,
1.144789,,Cancel,278085375,,,-2000,,,
1.144789,,Insert,278087787,0,B,2000,90700,G,
1.145571,,Cancel,278087783,,,-1000,,,
1.152673,,Cancel,278085295,,,-1000,,,
1.152681,,Insert,278088471,0,A,8000,124700,G,
1.152708,,Insert,278088483,0,A,1000,124700,G,
1.152719,,Insert,278088495,0,A,1000,124700,G,
1.152731,,Cancel,278087747,,,-1000,,,
1.152749,,Cancel,278085283,,,-2000,,,
1.152749,,Insert,278088507,0,A,2000,159000,G,
1.152835,,Insert,278088519,0,A,1000,124600,G,
1.152861,,Cancel,278085259,,,-2000,,,
1.152861,,Cancel,278087667,,,-1000,,,
1.152865,,Insert,278088527,0,A,3000,124800,G,
1.152868,,Cancel,278072431,,,-3000,,,
1.15293,,Cancel,278088519,,,-1000,,,
1.153043,,Insert,278088579,0,A,1000,124600,G,
1.153182,,Cancel,278085299,,,-2000,,,
1.156221,,Cancel,278083799,,,-1000,,,
1.156295,,Cancel,278080211,,,-3000,,,
1.156304,,Insert,278089071,0,A,660,124600,G,
1.156503,,Cancel,278080231,,,-1000,,,
1.15662,,Insert,278089243,0,A,1000,124900,G,
1.156814,,Insert,278089395,0,A,1000,124600,G,
1.15701,,Insert,278089579,0,A,8000,124600,G,
1.157121,,Insert,278089695,0,A,2000,124800,G,
1.157132,,Insert,278089699,0,A,2000,124900,G,
1.157264,,Insert,278089911,0,A,1000,124600,G,
1.15734,,Insert,278089959,0,A,320,124600,G,
1.15734,,Insert,278089963,0,A,1000,125000,G,
1.157396,,Cancel,278089243,,,-1000,,,
1.157465,,Insert,278090107,0,A,1000,124600,G,
1.157474,,Insert,278090115,0,A,1000,124600,G,
1.157528,,Cancel,278089579,,,-8000,,,
1.157549,,Insert,278090159,0,A,8000,124600,G,
1.157665,,Insert,278090319,0,B,2000,123200,G,
1.157885,,Insert,278090491,0,A,8000,124600,G,
1.15796,,Cancel,278080223,,,-1000,,,
1.158237,,Insert,5593344,0,A,400,124500,F,
1.158237,,Insert,278090863,0,B,1000,124400,G,
1.15827,,Cancel,278087787,,,-2000,,,
1.15827,,Insert,278090923,0,B,2000,90600,G,
1.158311,,Insert,278090963,0,B,1000,123400,G,
1.158382,,Insert,278091043,0,B,1000,123700,G,
1.158443,,Insert,278091103,0,A,1000,125200,G,
1.158463,,Insert,278091111,0,A,1000,124500,G,
1.158504,,Cancel,278088507,,,-2000,,,
1.158504,,Insert,278091139,0,A,2000,158900,G,
1.158504,,Insert,278091143,0,B,660,124400,G,
1.15862,,Insert,278091211,0,A,1000,124500,G,
1.158639,,Insert,278091219,0,B,1000,123800,G,
1.158656,,Cancel,278088527,,,-3000,,,
1.158656,,Cancel,278090491,,,-8000,,,
1.158656,,Insert,278091263,0,A,3000,124700,G,
1.158811,,Cancel,278090863,,,-1000,,,
1.158823,,Insert,278091447,0,A,1000,124500,G,
1.158869,,Insert,278091547,0,A,1000,124500,G,
1.159068,,Insert,278091831,0,A,1000,124500,G,
1.159273,,Cancel,278091143,,,-660,,,
1.159528,,Insert,278092491,0,B,2000,123500,G,
1.159541,,Insert,278092519,0,A,660,124500,G,
1.160042,,Insert,278093015,0,A,1000,124500,G,
1.160059,,Insert,278093039,0,A,2000,124700,G,
1.160166,,Cancel,278091831,,,-1000,,,
1.160279,,Cancel,278093015,,,-1000,,,
1.160285,,Insert,278093379,0,A,1000,124500,G,
1.160342,,Insert,278093463,0,B,2000,123400,G,
1.160386,,Insert,278093495,0,A,1000,125100,G,
1.16055,,Insert,278093679,0,A,1000,124500,G,
1.160924,,Cancel,278093495,,,-1000,,,
1.160924,,Insert,278094131,0,A,1000,124500,G,
1.16109,,Insert,278094363,0,A,1000,124900,G,
1.161385,,Insert,278094663,0,B,2000,123100,G,
1.161447,,Cancel,278091111,,,-1000,,,
1.161618,,Insert,278094891,0,A,1000,124500,G,
